,subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose
11229,Y119,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada - local não especificado",Y11,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11230,Y114,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada - rua e estrada",Y11,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11231,Y112,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y11,"Envenenamento [intoxicação] por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11232,Y128,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - outros locais especificados",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11233,Y120,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - residência",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11234,Y126,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - áreas industriais e em construção",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11235,Y129,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - local não especificado",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11236,Y122,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11237,Y123,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - área para a prática de esportes e atletismo",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11238,Y124,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - rua e estrada",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11239,Y127,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - fazenda",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11240,Y121,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - habitação coletiva",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11241,Y125,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - áreas de comércio e de serviços",Y12,"Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11242,Y138,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - outros locais especificados",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11243,Y135,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - áreas de comércio e de serviços",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11244,Y132,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11245,Y137,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - fazenda",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11246,Y133,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - área para a prática de esportes e atletismo",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11247,Y134,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - rua e estrada",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11248,Y130,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - residência",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11249,Y139,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - local não especificado",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11250,Y136,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - áreas industriais e em construção",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11251,Y131,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada - habitação coletiva",Y13,"Envenenamento [intoxicação] por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11252,Y144,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - rua e estrada",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11253,Y147,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - fazenda",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11254,Y143,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - área para a prática de esportes e atletismo",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11255,Y142,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11256,Y149,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - local não especificado",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11257,Y140,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - residência",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11258,Y148,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - outros locais especificados",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11259,Y146,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - áreas industriais e em construção",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11260,Y141,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - habitação coletiva",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11261,Y145,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - áreas de comércio e de serviços",Y14,"Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11262,Y151,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - habitação coletiva",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11263,Y158,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - outros locais especificados",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11264,Y154,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - rua e estrada",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11265,Y159,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - local não especificado",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11266,Y152,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11267,Y157,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - fazenda",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11268,Y155,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - áreas de comércio e de serviços",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11269,Y156,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - áreas industriais e em construção",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11270,Y153,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - área para a prática de esportes e atletismo",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11271,Y150,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada - residência",Y15,"Envenenamento [intoxicação] por e exposição ao álcool, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11272,Y161,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - habitação coletiva",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11273,Y164,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - rua e estrada",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11274,Y160,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - residência",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11275,Y166,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - áreas industriais e em construção",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11276,Y167,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - fazenda",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11277,Y168,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - outros locais especificados",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11278,Y162,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11279,Y165,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - áreas de comércio e de serviços",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11280,Y163,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - área para a prática de esportes e atletismo",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11281,Y169,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada - local não especificado",Y16,"Envenenamento [intoxicação] por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,1
11282,Y178,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - outros locais especificados",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11283,Y171,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - habitação coletiva",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11284,Y175,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - áreas de comércio e de serviços",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11285,Y173,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - área para a prática de esportes e atletismo",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11286,Y176,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - áreas industriais e em construção",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11287,Y170,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - residência",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11288,Y172,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11289,Y174,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - rua e estrada",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11290,Y179,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - local não especificado",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11291,Y177,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada - fazenda",Y17,"Envenenamento [intoxicação] por e exposição a outros gases e vapores, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11292,Y181,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - habitação coletiva",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11293,Y183,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - área para a prática de esportes e atletismo",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11294,Y184,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - rua e estrada",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11295,Y180,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - residência",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11296,Y186,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas industriais e em construção",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11297,Y185,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - áreas de comércio e de serviços",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11298,Y188,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - outros locais especificados",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11299,Y187,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - fazenda",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11300,Y189,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - local não especificado",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11301,Y182,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y18,"Envenenamento [intoxicação] por e exposição a pesticidas, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11302,Y197,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - fazenda",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11303,Y190,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - residência",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11304,Y196,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - áreas industriais e em construção",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11305,Y192,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11306,Y198,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - outros locais especificados",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11307,Y191,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - habitação coletiva",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11308,Y193,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - área para a prática de esportes e atletismo",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11309,Y195,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - áreas de comércio e de serviços",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11310,Y194,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - rua e estrada",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11311,Y199,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada - local não especificado",Y19,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11312,Y200,"Enforcamento, estrangulamento e sufocação, intenção não determinada - residência",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11313,Y203,"Enforcamento, estrangulamento e sufocação, intenção não determinada - área para a prática de esportes e atletismo",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11314,Y205,"Enforcamento, estrangulamento e sufocação, intenção não determinada - áreas de comércio e de serviços",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11315,Y202,"Enforcamento, estrangulamento e sufocação, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11316,Y204,"Enforcamento, estrangulamento e sufocação, intenção não determinada - rua e estrada",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11317,Y209,"Enforcamento, estrangulamento e sufocação, intenção não determinada - local não especificado",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11318,Y206,"Enforcamento, estrangulamento e sufocação, intenção não determinada - áreas industriais e em construção",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11319,Y207,"Enforcamento, estrangulamento e sufocação, intenção não determinada - fazenda",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11320,Y208,"Enforcamento, estrangulamento e sufocação, intenção não determinada - outros locais especificados",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11321,Y201,"Enforcamento, estrangulamento e sufocação, intenção não determinada - habitação coletiva",Y20,"Enforcamento, estrangulamento e sufocação, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11322,Y217,"Afogamento e submersão, intenção não determinada - fazenda",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11323,Y215,"Afogamento e submersão, intenção não determinada - áreas de comércio e de serviços",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11324,Y211,"Afogamento e submersão, intenção não determinada - habitação coletiva",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11325,Y213,"Afogamento e submersão, intenção não determinada - área para a prática de esportes e atletismo",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11326,Y216,"Afogamento e submersão, intenção não determinada - áreas industriais e em construção",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11327,Y214,"Afogamento e submersão, intenção não determinada - rua e estrada",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11328,Y219,"Afogamento e submersão, intenção não determinada - local não especificado",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11329,Y210,"Afogamento e submersão, intenção não determinada - residência",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11330,Y218,"Afogamento e submersão, intenção não determinada - outros locais especificados",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
11331,Y212,"Afogamento e submersão, intenção não determinada - escolas, outras instituições e áreas de administração pública",Y21,"Afogamento e submersão, intenção não determinada",XX,Causas externas de morbidade e de mortalidade,1,0
